TriggerListKind,TriggerIndex,TriggerId,TriggerName,Enabled,TriggerBoxId,TriggerBoxName,TriggerLabelId,TriggerLabelName,UseTriggerLabelPosition,Keyword,ExactMatch,UseFfxivLogReference,UsePrerequisite,PrerequisiteTriggerId,EnableStatusRemainingAppend,AllowDuplicateStatusRemainingDisplay,StatusRemainingJob,StatusRemainingStatusName,BattleLogKeyword,InternalLogKeyword,InternalLogKeywords,DisplayTextMode,DisplayText,EnableVoiceVox,VoiceVoxEndpoint,VoiceVoxSpeakerId,IsWebImage,ImagePath,PositionX,PositionY,WaitSeconds,ImageSize,UseOriginalImageSize,ImageWidth,ImageHeight,UsePercentScale,ScalePercent,TextSize,TextFontDesign,EnableTextPixelSnap,EnableTextSharpRendering,TextFontFamilyName,CustomTextFontPath,TextShadowOffsetX,TextShadowOffsetY,TextShadowColorR,TextShadowColorG,TextShadowColorB,TextShadowColorA,TextColorR,TextColorG,TextColorB,TextColorA,EnableTextOutline,TextOutlineThickness,TextOutlineColorR,TextOutlineColorG,TextOutlineColorB,TextOutlineColorA,EnableTextFadeIn,TextFadeInSeconds,DisplaySeconds
ffxivlog,17,F00033,真ファイガ<頭割り> / 真サンダガ,Enabled,BOX003,絶妖星乱舞,Lab007,なぞなぞマジック ファイガ / サンダガ,TRUE,,FALSE,TRUE,FALSE,,FALSE,FALSE,,,なぞなぞマジック,vfx/lockon/eff/m0462trg_c02c.avfx_@_vfx/lockon/eff/m0462trg_c06c.avfx_@_vfx/lockon/eff/m0462trg_b0c.avfx,vfx/lockon/eff/m0462trg_c02c.avfx_@_vfx/lockon/eff/m0462trg_c06c.avfx_@_vfx/lockon/eff/m0462trg_b0c.avfx,TRUE,踏まない頭割り,FALSE,http://127.0.0.1:50021,3,FALSE,,1834,1115,0,300,FALSE,300,300,FALSE,100,46,Normal,TRUE,TRUE,Meiryo,,3,3,0,0,0,0.7,0.9315069,1,0,1,TRUE,2,0,0,0,1,FALSE,0.15,4
ffxivlog,18,F00034,真ファイガ<頭割り> / 偽サンダガ,Enabled,BOX003,絶妖星乱舞,Lab007,なぞなぞマジック ファイガ / サンダガ,TRUE,,FALSE,TRUE,FALSE,,FALSE,FALSE,,,なぞなぞマジック,vfx/lockon/eff/m0462trg_c02c.avfx_@_vfx/lockon/eff/m0462trg_c05c.avfx_@_vfx/lockon/eff/m0462trg_b0c.avfx,vfx/lockon/eff/m0462trg_c02c.avfx_@_vfx/lockon/eff/m0462trg_c05c.avfx_@_vfx/lockon/eff/m0462trg_b0c.avfx,TRUE,踏んで頭割り,FALSE,http://127.0.0.1:50021,3,FALSE,,1834,1115,0,300,FALSE,300,300,FALSE,100,46,Normal,TRUE,TRUE,Meiryo,,3,3,0,0,0,0.7,0.9315069,1,0,1,TRUE,2,0,0,0,1,FALSE,0.15,4
ffxivlog,19,F00035,偽ファイガ<頭割り> / 真サンダガ,Enabled,BOX003,絶妖星乱舞,Lab007,なぞなぞマジック ファイガ / サンダガ,TRUE,,FALSE,TRUE,FALSE,,FALSE,FALSE,,,なぞなぞマジック,vfx/lockon/eff/m0462trg_c01c.avfx_@_vfx/lockon/eff/m0462trg_c06c.avfx_@_vfx/lockon/eff/m0462trg_b0c.avfx,vfx/lockon/eff/m0462trg_c01c.avfx_@_vfx/lockon/eff/m0462trg_c06c.avfx_@_vfx/lockon/eff/m0462trg_b0c.avfx,TRUE,踏まない散開,FALSE,http://127.0.0.1:50021,3,FALSE,,1834,1115,0,300,FALSE,300,300,FALSE,100,46,Normal,TRUE,TRUE,Meiryo,,3,3,0,0,0,0.7,0.9315069,1,0,1,TRUE,2,0,0,0,1,FALSE,0.15,4
ffxivlog,20,F00036,偽ファイガ<頭割り> / 偽サンダガ,Enabled,BOX003,絶妖星乱舞,Lab007,なぞなぞマジック ファイガ / サンダガ,TRUE,,FALSE,TRUE,FALSE,,FALSE,FALSE,,,なぞなぞマジック,vfx/lockon/eff/m0462trg_c01c.avfx_@_vfx/lockon/eff/m0462trg_c05c.avfx_@_vfx/lockon/eff/m0462trg_b0c.avfx,vfx/lockon/eff/m0462trg_c01c.avfx_@_vfx/lockon/eff/m0462trg_c05c.avfx_@_vfx/lockon/eff/m0462trg_b0c.avfx,TRUE,踏んで散開,FALSE,http://127.0.0.1:50021,3,FALSE,,1834,1115,0,300,FALSE,300,300,FALSE,100,46,Normal,TRUE,TRUE,Meiryo,,3,3,0,0,0,0.7,0.9315069,1,0,1,TRUE,2,0,0,0,1,FALSE,0.15,4
ffxivlog,26,F00046,真ブリザガ / 真サンダガ,Enabled,BOX003,絶妖星乱舞,Lab008,マジックアウト,TRUE,,FALSE,TRUE,FALSE,,FALSE,FALSE,,,マジックアウト,vfx/lockon/eff/m0462trg_c04c.avfx_@_vfx/lockon/eff/m0462trg_c06c.avfx,vfx/lockon/eff/m0462trg_c04c.avfx_@_vfx/lockon/eff/m0462trg_c06c.avfx,TRUE,両方踏まない,FALSE,http://127.0.0.1:50021,3,FALSE,,1834,1115,0,300,FALSE,300,300,FALSE,100,46,Normal,TRUE,TRUE,Meiryo,,3,3,0,0,0,0.7,1,0,0,1,TRUE,2,0,0,0,1,FALSE,0.15,4
ffxivlog,27,F00047,偽ブリザガ / 真サンダガ,Enabled,BOX003,絶妖星乱舞,Lab008,マジックアウト,TRUE,,FALSE,TRUE,FALSE,,FALSE,FALSE,,,マジックアウト,[HappyTrigger]EnemyCasting Infonmation. Enemy=ケフカ ActionId=47775 ActionName=もりもりサンダガ CastTotal=4.70s StatusId=- Param=-_@_[HappyTrigger]EnemyCasting Infonmation. Enemy=ケフカ ActionId=47774 ActionName=ひろげるブリザガ CastTotal=4.70s StatusId=- Param=-_@_[HappyTrigger]EnemyCasting Infonmation. Enemy=ケフカ ActionId=47771 ActionName=ひろげるブリザガ CastTotal=4.70s StatusId=- Param=-,[HappyTrigger]EnemyCasting Infonmation. Enemy=ケフカ ActionId=47775 ActionName=もりもりサンダガ CastTotal=4.70s StatusId=- Param=-_@_[HappyTrigger]EnemyCasting Infonmation. Enemy=ケフカ ActionId=47774 ActionName=ひろげるブリザガ CastTotal=4.70s StatusId=- Param=-_@_[HappyTrigger]EnemyCasting Infonmation. Enemy=ケフカ ActionId=47771 ActionName=ひろげるブリザガ CastTotal=4.70s StatusId=- Param=-,TRUE,扇だけ踏む,FALSE,http://127.0.0.1:50021,3,FALSE,,1834,1115,0,300,FALSE,300,300,FALSE,100,46,Normal,TRUE,TRUE,Meiryo,,3,3,0,0,0,0.7,1,0,0,1,TRUE,2,0,0,0,1,FALSE,0.15,4
ffxivlog,28,F00048,真ブリザガ / 偽サンダガ,Enabled,BOX003,絶妖星乱舞,Lab008,マジックアウト,TRUE,,FALSE,TRUE,FALSE,,FALSE,FALSE,,,マジックアウト,vfx/lockon/eff/m0462trg_c04c.avfx_@_vfx/lockon/eff/m0462trg_c05c.avfx,vfx/lockon/eff/m0462trg_c04c.avfx_@_vfx/lockon/eff/m0462trg_c05c.avfx,TRUE,直線だけ踏む,FALSE,http://127.0.0.1:50021,3,FALSE,,1834,1115,0,300,FALSE,300,300,FALSE,100,46,Normal,TRUE,TRUE,Meiryo,,3,3,0,0,0,0.7,1,0,0,1,TRUE,2,0,0,0,1,FALSE,0.15,4
ffxivlog,29,F00049,偽ブリザガ / 偽サンダガ,Enabled,BOX003,絶妖星乱舞,Lab008,マジックアウト,TRUE,,FALSE,TRUE,FALSE,,FALSE,FALSE,,,マジックアウト,vfx/lockon/eff/m0462trg_c03c.avfx_@_vfx/lockon/eff/m0462trg_c05c.avfx,vfx/lockon/eff/m0462trg_c03c.avfx_@_vfx/lockon/eff/m0462trg_c05c.avfx,TRUE,両方踏む,FALSE,http://127.0.0.1:50021,3,FALSE,,1834,1115,0,300,FALSE,300,300,FALSE,100,46,Normal,TRUE,TRUE,Meiryo,,3,3,0,0,0,0.7,1,0,0,1,TRUE,2,0,0,0,1,FALSE,0.15,4
ffxivlog,35,F00058,真 / 呪詛の叫声,Enabled,BOX003,絶妖星乱舞,Lab009,テストラベル,TRUE,,FALSE,TRUE,FALSE,,TRUE,FALSE,ALL,呪詛の叫声,グランドクロス,[HappyTrigger]MemberStatus Information. job=ALL StatusId=5543 StatusName=呪詛の叫声 Param=0 Remaining=_@_[HappyTrigger]EnemyCasting Infonmation. Enemy=ネオエクスデス ActionId=47892 ActionName=グランドクロス CastTotal=8.70s StatusId=2056 Param=1122,[HappyTrigger]MemberStatus Information. job=ALL StatusId=5543 StatusName=呪詛の叫声 Param=0 Remaining=_@_[HappyTrigger]EnemyCasting Infonmation. Enemy=ネオエクスデス ActionId=47892 ActionName=グランドクロス CastTotal=8.70s StatusId=2056 Param=1122,TRUE,見ない,FALSE,http://127.0.0.1:50021,3,FALSE,,1352,1320,0,300,FALSE,300,300,FALSE,100,32,Normal,TRUE,TRUE,Meiryo,,3,3,0,0,0,0.7,1,1,1,1,TRUE,2,0,0,0,1,FALSE,0.15,3
ffxivlog,36,F00059,偽 / 呪詛の叫声,Enabled,BOX003,絶妖星乱舞,Lab010,テストラベル２,TRUE,,FALSE,TRUE,FALSE,,TRUE,FALSE,ALL,呪詛の叫声,グランドクロス,[HappyTrigger]MemberStatus Information. job=ALL StatusId=5543 StatusName=呪詛の叫声 Param=0 Remaining=_@_[HappyTrigger]EnemyCasting Infonmation. Enemy=ネオエクスデス ActionId=47892 ActionName=グランドクロス CastTotal=8.70s StatusId=2056 Param=1121,[HappyTrigger]MemberStatus Information. job=ALL StatusId=5543 StatusName=呪詛の叫声 Param=0 Remaining=_@_[HappyTrigger]EnemyCasting Infonmation. Enemy=ネオエクスデス ActionId=47892 ActionName=グランドクロス CastTotal=8.70s StatusId=2056 Param=1121,TRUE,見る,FALSE,http://127.0.0.1:50021,3,FALSE,,1352,1320,0,300,FALSE,300,300,FALSE,100,32,Normal,TRUE,TRUE,Meiryo,,3,3,0,0,0,0.7,1,1,1,1,TRUE,2,0,0,0,1,FALSE,0.15,3
